section,family,idx,wallsH,wallsV,p0,p1,turn,tb,outcome,dtm,camping,fwdExists,valueOptimal,score,chosenRowAfter
empty,0,0,1012280021000114,224010810002448,34,60,0,0,0,9,0,1,1,998992,4
empty,0,1,1012280021000114,224010810002448,35,60,1,0,1,10,0,0,1,-998991,6
empty,0,2,1012280021000114,224010810002448,35,69,0,0,0,9,0,1,1,998992,4
empty,0,3,1012280021000114,224010810002448,26,69,1,0,1,12,0,1,1,-998989,6
empty,0,4,1012280021000114,224010810002448,26,78,0,0,0,11,0,1,1,998990,3
empty,0,5,1012280021000114,224010810002448,25,78,1,0,1,12,1,1,1,-998989,7
empty,1,0,880110084889041,700000200200188,20,77,1,0,0,19,1,1,1,998982,7
empty,1,1,880110084889041,700000200200188,20,76,0,0,0,19,0,1,1,998982,3
empty,1,2,880110084889041,700000200200188,29,76,1,0,1,18,0,0,1,-998983,8
empty,1,3,880110084889041,700000200200188,29,77,0,0,0,17,0,0,1,998984,3
empty,1,4,880110084889041,700000200200188,30,77,1,0,1,16,1,1,1,-998985,7
empty,1,5,880110084889041,700000200200188,30,78,0,0,0,15,0,0,1,998986,3
empty,2,0,8008102402000a00,4c002d420000002c,14,77,1,0,0,19,1,1,1,998982,7
empty,2,1,8008102402000a00,4c002d420000002c,14,76,0,0,0,19,0,1,1,998982,2
empty,2,2,8008102402000a00,4c002d420000002c,23,76,1,0,1,18,1,1,1,-998983,7
empty,2,3,8008102402000a00,4c002d420000002c,23,67,0,0,0,17,0,1,1,998984,3
empty,2,4,8008102402000a00,4c002d420000002c,22,67,1,0,0,19,0,0,1,998982,7
empty,2,5,8008102402000a00,4c002d420000002c,22,76,0,0,0,19,0,1,1,998982,3
empty,3,0,1200100484424a0,2053000500a00000,5,57,0,0,1,16,0,0,1,-998985,0
empty,3,1,1200100484424a0,2053000500a00000,4,57,1,0,0,15,0,1,1,998986,6
empty,3,2,1200100484424a0,2053000500a00000,4,66,0,0,1,18,1,1,1,-998983,1
empty,3,3,1200100484424a0,2053000500a00000,13,66,1,0,0,17,0,1,1,998984,6
empty,3,4,1200100484424a0,2053000500a00000,13,65,0,0,1,16,0,1,1,-998985,2
empty,3,5,1200100484424a0,2053000500a00000,22,65,1,0,0,15,0,1,1,998986,6
empty,4,0,188810004082000,610448023001804,21,76,1,0,1,18,1,1,1,-998983,8
empty,4,1,188810004082000,610448023001804,21,75,0,0,0,17,0,0,1,998984,2
empty,4,2,188810004082000,610448023001804,12,75,1,0,1,20,1,1,1,-998981,8
empty,4,3,188810004082000,610448023001804,12,66,0,0,0,19,0,1,1,998982,2
empty,4,4,188810004082000,610448023001804,3,66,1,0,1,22,0,0,1,-998979,8
empty,4,5,188810004082000,610448023001804,3,75,0,0,0,21,1,1,1,998980,1
empty,5,0,111808209000200,6080020010680106,13,60,1,0,0,11,0,1,1,998990,5
empty,5,1,111808209000200,6080020010680106,13,61,0,0,1,14,0,1,1,-998987,2
empty,5,2,111808209000200,6080020010680106,4,61,1,0,0,13,0,0,1,998988,6
empty,5,3,111808209000200,6080020010680106,4,60,0,0,1,12,1,1,1,-998989,1
empty,5,4,111808209000200,6080020010680106,3,60,1,0,0,11,0,1,1,998990,5
empty,5,5,111808209000200,6080020010680106,3,51,0,0,1,10,1,1,1,-998991,1
empty,6,0,8508142004000022,8000c320020904,23,66,1,0,1,18,0,0,1,-998983,7
empty,6,1,8508142004000022,8000c320020904,23,67,0,0,0,17,0,1,1,998984,3
empty,6,2,8508142004000022,8000c320020904,32,67,1,0,1,16,0,0,1,-998985,7
empty,6,3,8508142004000022,8000c320020904,32,68,0,0,0,15,0,1,1,998986,4
empty,6,4,8508142004000022,8000c320020904,31,68,1,0,1,14,0,1,1,-998987,6
empty,6,5,8508142004000022,8000c320020904,31,67,0,0,0,13,0,1,1,998988,4
empty,7,0,222841400088201,8008020815004080,11,68,1,0,1,18,0,0,1,-998983,7
empty,7,1,222841400088201,8008020815004080,11,77,0,0,0,17,0,0,1,998984,1
empty,7,2,222841400088201,8008020815004080,12,77,1,0,1,20,1,1,1,-998981,7
empty,7,3,222841400088201,8008020815004080,12,78,0,0,0,19,0,1,1,998982,2
empty,7,4,222841400088201,8008020815004080,13,78,1,0,0,19,1,1,1,998982,7
empty,7,5,222841400088201,8008020815004080,13,79,0,0,1,18,0,1,1,-998983,2
empty,8,0,4410405420020400,104980000400d100,14,77,1,0,0,21,1,1,1,998980,8
empty,8,1,4410405420020400,104980000400d100,14,78,0,0,1,20,0,1,1,-998981,2
empty,8,2,4410405420020400,104980000400d100,5,78,1,0,0,19,0,0,1,998982,8
empty,8,3,4410405420020400,104980000400d100,5,79,0,0,1,18,1,1,1,-998983,1
empty,8,4,4410405420020400,104980000400d100,6,79,1,0,0,17,0,0,1,998984,8
empty,8,5,4410405420020400,104980000400d100,6,80,0,0,1,16,1,1,1,-998985,1
empty,9,0,890080111044012,10010408000900c8,2,76,0,0,1,24,0,0,1,-998977,0
empty,9,1,890080111044012,10010408000900c8,3,76,1,0,0,23,0,0,1,998978,8
empty,9,2,890080111044012,10010408000900c8,3,75,0,0,1,22,1,1,1,-998979,1
empty,9,3,890080111044012,10010408000900c8,12,75,1,0,0,21,0,0,1,998980,8
empty,9,4,890080111044012,10010408000900c8,12,76,0,0,0,19,0,1,1,998982,2
empty,9,5,890080111044012,10010408000900c8,11,76,1,0,1,18,0,0,1,-998983,8
empty,10,0,a000014002418110,24000360900408,4,78,0,0,1,22,0,0,1,-998979,0
empty,10,1,a000014002418110,24000360900408,5,78,1,0,0,21,0,0,1,998980,8
empty,10,2,a000014002418110,24000360900408,5,77,0,0,1,20,0,0,1,-998981,0
empty,10,3,a000014002418110,24000360900408,6,77,1,0,0,19,0,0,1,998982,8
empty,10,4,a000014002418110,24000360900408,6,78,0,0,0,19,1,1,1,998982,1
empty,10,5,a000014002418110,24000360900408,7,78,1,0,0,21,0,0,1,998980,8
empty,11,0,2400488800108140,4130060044011,4,67,1,0,0,19,1,1,1,998982,7
empty,11,1,2400488800108140,4130060044011,4,76,0,0,0,21,1,1,1,998980,1
empty,11,2,2400488800108140,4130060044011,3,76,1,0,1,20,1,1,1,-998981,7
empty,11,3,2400488800108140,4130060044011,3,75,0,0,0,19,1,1,1,998982,1
empty,11,4,2400488800108140,4130060044011,4,75,1,0,0,21,0,0,1,998980,8
empty,11,5,2400488800108140,4130060044011,4,76,0,0,0,21,1,1,1,998980,1
empty,12,0,10020a224001042,204c00182402100,6,56,0,0,1,16,0,0,1,-998985,0
empty,12,1,10020a224001042,204c00182402100,7,56,1,0,0,15,0,1,1,998986,6
empty,12,2,10020a224001042,204c00182402100,7,55,0,0,1,14,0,0,1,-998987,0
empty,12,3,10020a224001042,204c00182402100,8,55,1,0,0,13,0,1,1,998988,6
empty,12,4,10020a224001042,204c00182402100,8,54,0,0,1,12,1,1,1,-998989,1
empty,12,5,10020a224001042,204c00182402100,7,54,1,0,0,11,0,1,1,998990,5
empty,13,0,4049044002042500,8420c00021008001,6,67,1,0,0,17,0,0,1,998984,7
empty,13,1,4049044002042500,8420c00021008001,6,66,0,0,0,19,1,1,1,998982,1
empty,13,2,4049044002042500,8420c00021008001,15,66,1,0,1,18,0,0,1,-998983,7
empty,13,3,4049044002042500,8420c00021008001,15,75,0,0,0,17,0,0,1,998984,1
empty,13,4,4049044002042500,8420c00021008001,16,75,1,0,1,16,1,1,1,-998985,7
empty,13,5,4049044002042500,8420c00021008001,16,66,0,0,0,15,0,1,1,998986,2
empty,14,0,940000a488101,90040b40820008,2,75,1,0,0,19,1,1,1,998982,8
empty,14,1,940000a488101,90040b40820008,2,76,0,0,1,18,1,1,1,-998983,1
empty,14,2,940000a488101,90040b40820008,11,76,1,0,0,17,1,1,1,998984,8
empty,14,3,940000a488101,90040b40820008,11,77,0,0,1,16,0,1,1,-998985,2
empty,14,4,940000a488101,90040b40820008,12,77,1,0,0,15,1,1,1,998986,7
empty,14,5,940000a488101,90040b40820008,12,68,0,0,1,14,0,1,1,-998987,2
empty,15,0,4044100489814420,2812000100000300,7,75,0,0,0,23,1,1,1,998978,1
empty,15,1,4044100489814420,2812000100000300,8,75,1,0,1,22,1,1,1,-998979,8
empty,15,2,4044100489814420,2812000100000300,8,74,0,0,0,21,1,1,1,998980,1
empty,15,3,4044100489814420,2812000100000300,17,74,1,0,1,20,1,1,1,-998981,8
empty,15,4,4044100489814420,2812000100000300,17,73,0,0,0,19,0,1,1,998982,2
empty,15,5,4044100489814420,2812000100000300,16,73,1,0,0,23,1,1,1,998978,7
empty,16,0,4490088820521,4010009001003040,6,66,0,0,0,21,0,0,1,998980,0
empty,16,1,4490088820521,4010009001003040,5,66,1,0,1,20,0,0,1,-998981,8
empty,16,2,4490088820521,4010009001003040,5,65,0,0,0,19,0,0,1,998982,0
empty,16,3,4490088820521,4010009001003040,6,65,1,0,0,21,0,0,1,998980,7
empty,16,4,4490088820521,4010009001003040,6,64,0,0,1,20,0,0,1,-998981,0
empty,16,5,4490088820521,4010009001003040,5,64,1,0,0,19,0,1,1,998982,6
empty,17,0,2000022801120010,12c81080000112c0,3,74,1,0,0,23,1,1,1,998978,7
empty,17,1,2000022801120010,12c81080000112c0,3,65,0,0,1,22,1,1,1,-998979,1
empty,17,2,2000022801120010,12c81080000112c0,4,65,1,0,0,21,0,1,1,998980,6
empty,17,3,2000022801120010,12c81080000112c0,4,66,0,0,1,20,0,0,1,-998981,0
empty,17,4,2000022801120010,12c81080000112c0,5,66,1,0,0,17,0,1,1,998984,6
empty,17,5,2000022801120010,12c81080000112c0,5,75,0,0,0,19,0,0,1,998982,0
empty,18,0,488800a0a0a804,184020005401000,22,74,0,0,0,13,0,1,1,998988,3
empty,18,1,488800a0a0a804,184020005401000,31,74,1,0,1,12,1,1,1,-998989,7
empty,18,2,488800a0a0a804,184020005401000,31,73,0,0,0,11,0,1,1,998990,4
empty,18,3,488800a0a0a804,184020005401000,30,73,1,0,1,12,1,1,1,-998989,7
empty,18,4,488800a0a0a804,184020005401000,30,64,0,0,0,11,0,1,1,998990,4
empty,18,5,488800a0a0a804,184020005401000,31,64,1,0,1,12,0,1,1,-998989,6
empty,19,0,4911012800890001,4802080000000e8,5,68,1,0,0,19,0,0,1,998982,7
empty,19,1,4911012800890001,4802080000000e8,5,77,0,0,0,21,1,1,1,998980,1
empty,19,2,4911012800890001,4802080000000e8,14,77,1,0,1,20,1,1,1,-998981,7
empty,19,3,4911012800890001,4802080000000e8,14,78,0,0,0,19,0,1,1,998982,2
empty,19,4,4911012800890001,4802080000000e8,13,78,1,0,1,18,0,0,1,-998983,8
empty,19,5,4911012800890001,4802080000000e8,13,79,0,0,0,17,0,1,1,998984,2
empty,20,0,11041008505050,4a00200000018025,5,66,1,0,0,17,0,1,1,998984,6
empty,20,1,11041008505050,4a00200000018025,5,57,0,0,1,16,0,0,1,-998985,0
empty,20,2,11041008505050,4a00200000018025,4,57,1,0,0,15,0,0,1,998986,6
empty,20,3,11041008505050,4a00200000018025,4,56,0,0,1,14,0,0,1,-998987,0
empty,20,4,11041008505050,4a00200000018025,5,56,1,0,0,13,0,0,1,998988,6
empty,20,5,11041008505050,4a00200000018025,5,55,0,0,1,12,0,0,1,-998989,0
empty,21,0,1184201404248001,600002081080440,22,66,0,0,0,21,0,1,1,998980,3
empty,21,1,1184201404248001,600002081080440,31,66,1,0,1,20,0,0,1,-998981,7
empty,21,2,1184201404248001,600002081080440,31,75,0,0,0,17,0,1,1,998984,3
empty,21,3,1184201404248001,600002081080440,40,75,1,0,1,22,1,1,1,-998979,7
empty,21,4,1184201404248001,600002081080440,40,66,0,0,0,21,0,0,1,998980,3
empty,21,5,1184201404248001,600002081080440,41,66,1,0,1,20,0,0,1,-998981,7
empty,22,0,2040202088240125,1284100020100002,4,78,0,0,0,19,1,1,1,998982,1
empty,22,1,2040202088240125,1284100020100002,13,78,1,0,1,18,0,0,1,-998983,8
empty,22,2,2040202088240125,1284100020100002,13,79,0,0,0,17,0,1,1,998984,2
empty,22,3,2040202088240125,1284100020100002,22,79,1,0,1,16,1,1,1,-998985,8
empty,22,4,2040202088240125,1284100020100002,22,78,0,0,0,15,0,1,1,998986,3
empty,22,5,2040202088240125,1284100020100002,31,78,1,0,1,14,0,0,1,-998987,8
empty,23,0,5000449104018805,4a010000042200,3,67,0,0,1,18,0,0,1,-998983,0
empty,23,1,5000449104018805,4a010000042200,2,67,1,0,0,17,0,1,1,998984,6
empty,23,2,5000449104018805,4a010000042200,2,58,0,0,1,16,0,0,1,-998985,0
empty,23,3,5000449104018805,4a010000042200,1,58,1,0,0,15,0,1,1,998986,5
empty,23,4,5000449104018805,4a010000042200,1,49,0,0,1,14,0,0,1,-998987,0
empty,23,5,5000449104018805,4a010000042200,2,49,1,0,0,13,0,0,1,998988,5
empty,24,0,1201098040108202,8801008a4402000,5,78,1,0,0,21,1,1,1,998980,7
empty,24,1,1201098040108202,8801008a4402000,5,77,0,0,0,23,1,1,1,998978,1
empty,24,2,1201098040108202,8801008a4402000,4,77,1,0,1,22,0,0,1,-998979,8
empty,24,3,1201098040108202,8801008a4402000,4,78,0,0,0,21,1,1,1,998980,1
empty,24,4,1201098040108202,8801008a4402000,5,78,1,0,0,21,1,1,1,998980,7
empty,24,5,1201098040108202,8801008a4402000,5,79,0,0,0,23,1,1,1,998978,1
empty,25,0,81002000120,3f80040188600014,16,67,1,0,1,14,0,1,1,-998987,6
empty,25,1,81002000120,3f80040188600014,16,58,0,0,0,13,0,1,1,998988,2
empty,25,2,81002000120,3f80040188600014,25,58,1,0,1,12,0,0,1,-998989,6
empty,25,3,81002000120,3f80040188600014,25,59,0,0,0,11,0,1,1,998990,3
empty,25,4,81002000120,3f80040188600014,16,59,1,0,0,15,0,1,1,998986,5
empty,25,5,81002000120,3f80040188600014,16,68,0,0,0,13,0,1,1,998988,2
empty,26,0,8201001002910,c110804184100060,17,69,0,0,0,13,0,1,1,998988,2
empty,26,1,8201001002910,c110804184100060,8,69,1,0,0,15,0,1,1,998986,6
empty,26,2,8201001002910,c110804184100060,8,78,0,0,0,15,1,1,1,998986,1
empty,26,3,8201001002910,c110804184100060,17,78,1,0,1,14,1,1,1,-998987,7
empty,26,4,8201001002910,c110804184100060,17,69,0,0,0,13,0,1,1,998988,2
empty,26,5,8201001002910,c110804184100060,16,69,1,0,0,15,0,1,1,998986,6
empty,27,0,8800002082282,490002442010c500,2,75,1,0,0,21,1,1,1,998980,7
empty,27,1,8800002082282,490002442010c500,2,66,0,0,1,20,0,0,1,-998981,0
empty,27,2,8800002082282,490002442010c500,1,66,1,0,0,19,0,0,1,998982,7
empty,27,3,8800002082282,490002442010c500,1,75,0,0,0,17,0,0,1,998984,0
empty,27,4,8800002082282,490002442010c500,2,75,1,0,0,21,1,1,1,998980,7
empty,27,5,8800002082282,490002442010c500,2,66,0,0,1,20,0,0,1,-998981,0
empty,28,0,444008100090482,6000520006800300,4,59,1,0,0,11,0,1,1,998990,5
empty,28,1,444008100090482,6000520006800300,4,50,0,0,1,10,1,1,1,-998991,1
empty,28,2,444008100090482,6000520006800300,3,50,1,0,0,9,0,1,1,998992,4
empty,28,3,444008100090482,6000520006800300,3,51,0,0,1,10,1,1,1,-998991,1
empty,28,4,444008100090482,6000520006800300,4,51,1,0,0,9,0,1,1,998992,4
empty,28,5,444008100090482,6000520006800300,4,60,0,0,1,12,1,1,1,-998989,1
empty,29,0,102159400a80044,5004000001020410,13,41,0,0,1,16,1,1,1,-998985,0
empty,29,1,102159400a80044,5004000001020410,22,41,1,0,0,15,0,1,1,998986,3
empty,29,2,102159400a80044,5004000001020410,22,32,0,0,1,14,0,0,1,-998987,1
empty,29,3,102159400a80044,5004000001020410,23,32,1,0,0,13,0,0,1,998988,3
empty,29,4,102159400a80044,5004000001020410,23,31,0,0,1,12,0,0,1,-998989,2
empty,29,5,102159400a80044,5004000001020410,22,31,1,0,0,11,0,0,1,998990,3
empty,30,0,4005000280a80144,2844821440000,22,74,0,0,0,23,0,0,1,998978,1
empty,30,1,4005000280a80144,2844821440000,13,74,1,0,1,22,1,1,1,-998979,7
empty,30,2,4005000280a80144,2844821440000,13,75,0,0,0,21,1,1,1,998980,1
empty,30,3,4005000280a80144,2844821440000,14,75,1,0,1,24,1,1,1,-998977,7
empty,30,4,4005000280a80144,2844821440000,14,76,0,0,0,23,1,1,1,998978,1
empty,30,5,4005000280a80144,2844821440000,15,76,1,0,0,21,1,1,1,998980,7
empty,31,0,8241012002410802,2148210840020,0,77,1,0,0,19,1,1,1,998982,7
empty,31,1,8241012002410802,2148210840020,0,68,0,0,1,18,1,1,1,-998983,1
empty,31,2,8241012002410802,2148210840020,1,68,1,0,0,17,1,1,1,998984,7
empty,31,3,8241012002410802,2148210840020,1,67,0,0,1,16,0,0,1,-998985,0
empty,31,4,8241012002410802,2148210840020,2,67,1,0,0,15,0,1,1,998986,6
empty,31,5,8241012002410802,2148210840020,2,76,0,0,1,18,0,0,1,-998983,0
empty,32,0,10090411220100,5002200040100255,1,58,1,0,0,17,0,0,1,998984,6
empty,32,1,10090411220100,5002200040100255,1,59,0,0,1,16,1,1,1,-998985,0
empty,32,2,10090411220100,5002200040100255,10,59,1,0,0,15,0,1,1,998986,5
empty,32,3,10090411220100,5002200040100255,10,58,0,0,1,18,0,0,1,-998983,0
empty,32,4,10090411220100,5002200040100255,1,58,1,0,0,17,0,0,1,998984,6
empty,32,5,10090411220100,5002200040100255,1,59,0,0,1,16,1,1,1,-998985,0
empty,33,0,810480400481200,12c801300240800,4,73,1,0,0,17,1,1,1,998984,7
empty,33,1,810480400481200,12c801300240800,4,64,0,0,1,16,1,1,1,-998985,1
empty,33,2,810480400481200,12c801300240800,3,64,1,0,0,15,0,1,1,998986,6
empty,33,3,810480400481200,12c801300240800,3,55,0,0,1,14,1,1,1,-998987,1
empty,33,4,810480400481200,12c801300240800,2,55,1,0,0,13,0,1,1,998988,5
empty,33,5,810480400481200,12c801300240800,2,46,0,0,1,12,1,1,1,-998989,1
empty,34,0,200900815005142,4438000400000820,4,67,1,0,0,25,1,1,1,998976,8
empty,34,1,200900815005142,4438000400000820,4,76,0,0,1,24,1,1,1,-998977,0
empty,34,2,200900815005142,4438000400000820,5,76,1,0,0,23,1,1,1,998978,8
empty,34,3,200900815005142,4438000400000820,5,67,0,0,1,26,1,1,1,-998975,0
empty,34,4,200900815005142,4438000400000820,4,67,1,0,0,25,1,1,1,998976,8
empty,34,5,200900815005142,4438000400000820,4,58,0,0,0,23,1,1,1,998978,0
empty,35,0,402000009a54442,19000085000a000,3,76,1,0,0,23,1,1,1,998978,7
empty,35,1,402000009a54442,19000085000a000,3,75,0,0,1,26,1,1,1,-998975,1
empty,35,2,402000009a54442,19000085000a000,12,75,1,0,0,25,0,0,1,998976,8
empty,35,3,402000009a54442,19000085000a000,12,74,0,0,0,23,0,0,1,998978,1
empty,35,4,402000009a54442,19000085000a000,11,74,1,0,0,27,0,0,1,998974,8
empty,35,5,402000009a54442,19000085000a000,11,73,0,0,1,26,0,0,1,-998975,1
empty,36,0,1040000008400100,a31c020065080050,2,77,1,0,1,16,0,0,1,-998985,8
empty,36,1,1040000008400100,a31c020065080050,2,76,0,0,0,15,1,1,1,998986,1
empty,36,2,1040000008400100,a31c020065080050,3,76,1,0,0,19,0,0,1,998982,8
empty,36,3,1040000008400100,a31c020065080050,3,77,0,0,0,17,1,1,1,998984,1
empty,36,4,1040000008400100,a31c020065080050,2,77,1,0,1,16,0,0,1,-998985,8
empty,36,5,1040000008400100,a31c020065080050,2,76,0,0,0,15,1,1,1,998986,1
empty,37,0,14a018100000402,4000b004008d2008,2,56,0,0,1,16,0,0,1,-998985,0
empty,37,1,14a018100000402,4000b004008d2008,1,56,1,0,0,15,0,1,1,998986,5
empty,37,2,14a018100000402,4000b004008d2008,1,57,0,0,1,14,0,0,1,-998987,0
empty,37,3,14a018100000402,4000b004008d2008,0,57,1,0,0,13,0,1,1,998988,5
empty,37,4,14a018100000402,4000b004008d2008,0,48,0,0,1,12,1,1,1,-998989,1
empty,37,5,14a018100000402,4000b004008d2008,1,48,1,0,0,11,0,1,1,998990,4
empty,38,0,2910100100000482,9001228003408004,4,75,1,0,1,20,0,0,1,-998981,8
empty,38,1,2910100100000482,9001228003408004,4,76,0,0,0,19,1,1,1,998982,1
empty,38,2,2910100100000482,9001228003408004,5,76,1,0,1,20,0,0,1,-998981,8
empty,38,3,2910100100000482,9001228003408004,5,75,0,0,0,19,1,1,1,998982,1
empty,38,4,2910100100000482,9001228003408004,14,75,1,0,1,18,0,0,1,-998983,8
empty,38,5,2910100100000482,9001228003408004,14,74,0,0,0,17,0,1,1,998984,2
empty,39,0,a0400002a80520,80420c00002e010,3,76,1,0,0,25,1,1,1,998976,7
empty,39,1,a0400002a80520,80420c00002e010,3,77,0,0,0,23,1,1,1,998978,1
empty,39,2,a0400002a80520,80420c00002e010,12,77,1,0,1,22,1,1,1,-998979,7
empty,39,3,a0400002a80520,80420c00002e010,12,78,0,0,0,21,0,0,1,998980,1
empty,39,4,a0400002a80520,80420c00002e010,13,78,1,0,1,20,1,1,1,-998981,7
empty,39,5,a0400002a80520,80420c00002e010,13,79,0,0,0,19,0,1,1,998982,2
empty,40,0,41a0010200148008,24912000a001400,15,75,0,0,0,17,0,1,1,998984,2
empty,40,1,41a0010200148008,24912000a001400,16,75,1,0,0,23,1,1,1,998978,7
empty,40,2,41a0010200148008,24912000a001400,16,76,0,0,1,22,0,0,1,-998979,1
empty,40,3,41a0010200148008,24912000a001400,15,76,1,0,0,21,1,1,1,998980,7
empty,40,4,41a0010200148008,24912000a001400,15,75,0,0,0,17,0,1,1,998984,2
empty,40,5,41a0010200148008,24912000a001400,24,75,1,0,1,16,1,1,1,-998985,7
empty,41,0,4000880502421108,820044800002086,5,59,0,0,1,18,1,1,1,-998983,1
empty,41,1,4000880502421108,820044800002086,14,59,1,0,0,17,0,1,1,998984,5
empty,41,2,4000880502421108,820044800002086,14,58,0,0,1,20,0,0,1,-998981,1
empty,41,3,4000880502421108,820044800002086,5,58,1,0,0,19,0,0,1,998982,6
empty,41,4,4000880502421108,820044800002086,5,67,0,0,1,22,1,1,1,-998979,1
empty,41,5,4000880502421108,820044800002086,14,67,1,0,0,21,0,1,1,998980,6
empty,42,0,1020402004914,80014a00079002,3,58,1,0,0,15,0,1,1,998986,5
empty,42,1,1020402004914,80014a00079002,3,57,0,0,1,18,0,0,1,-998983,0
empty,42,2,1020402004914,80014a00079002,2,57,1,0,0,17,0,1,1,998984,6
empty,42,3,1020402004914,80014a00079002,2,66,0,0,1,20,0,0,1,-998981,0
empty,42,4,1020402004914,80014a00079002,3,66,1,0,0,19,0,1,1,998982,6
empty,42,5,1020402004914,80014a00079002,3,57,0,0,1,18,0,0,1,-998983,0
empty,43,0,4880080810408400,2000421042211804,4,59,1,0,0,19,0,1,1,998982,6
empty,43,1,4880080810408400,2000421042211804,4,50,0,0,0,19,1,1,1,998982,1
empty,43,2,4880080810408400,2000421042211804,13,50,1,0,1,18,0,1,1,-998983,6
empty,43,3,4880080810408400,2000421042211804,13,41,0,0,0,17,0,1,1,998984,2
empty,43,4,4880080810408400,2000421042211804,4,41,1,0,1,20,0,0,1,-998981,5
empty,43,5,4880080810408400,2000421042211804,4,50,0,0,0,19,1,1,1,998982,1
empty,44,0,12801029000a40,440214014000025,3,73,0,0,1,26,1,1,1,-998975,1
empty,44,1,12801029000a40,440214014000025,12,73,1,0,0,25,1,1,1,998976,7
empty,44,2,12801029000a40,440214014000025,12,74,0,0,0,27,0,0,1,998974,1
empty,44,3,12801029000a40,440214014000025,3,74,1,0,0,27,1,1,1,998974,7
empty,44,4,12801029000a40,440214014000025,3,65,0,0,1,26,1,1,1,-998975,1
empty,44,5,12801029000a40,440214014000025,12,65,1,0,0,25,0,0,1,998976,7
empty,45,0,811815000004805,a0002000c0009102,3,76,1,0,0,23,0,0,1,998978,8
empty,45,1,811815000004805,a0002000c0009102,3,75,0,0,1,22,0,0,1,-998979,0
empty,45,2,811815000004805,a0002000c0009102,2,75,1,0,0,21,0,0,1,998980,8
empty,45,3,811815000004805,a0002000c0009102,2,74,0,0,1,20,0,0,1,-998981,0
empty,45,4,811815000004805,a0002000c0009102,3,74,1,0,0,19,1,1,1,998982,7
empty,45,5,811815000004805,a0002000c0009102,3,65,0,0,1,18,0,0,1,-998983,0
empty,46,0,280a000000828081,2c10200c4114,22,75,1,0,1,18,0,0,1,-998983,8
empty,46,1,280a000000828081,2c10200c4114,22,74,0,0,0,17,0,1,1,998984,3
empty,46,2,280a000000828081,2c10200c4114,31,74,1,0,1,16,1,1,1,-998985,7
empty,46,3,280a000000828081,2c10200c4114,31,73,0,0,0,15,0,1,1,998986,4
empty,46,4,280a000000828081,2c10200c4114,40,73,1,0,1,14,1,1,1,-998987,7
empty,46,5,280a000000828081,2c10200c4114,40,72,0,0,0,13,0,1,1,998988,5
empty,47,0,2502120409450800,80010a80060,5,69,0,0,1,16,1,1,1,-998985,1
empty,47,1,2502120409450800,80010a80060,14,69,1,0,0,15,0,1,1,998986,6
empty,47,2,2502120409450800,80010a80060,14,68,0,0,0,17,0,1,1,998984,2
empty,47,3,2502120409450800,80010a80060,5,68,1,0,0,17,0,1,1,998984,6
empty,47,4,2502120409450800,80010a80060,5,67,0,0,0,19,1,1,1,998982,1
empty,47,5,2502120409450800,80010a80060,14,67,1,0,1,18,0,1,1,-998983,6
empty,48,0,20448800014215,4001100e0080102,16,66,0,0,0,21,0,0,1,998980,1
empty,48,1,20448800014215,4001100e0080102,17,66,1,0,1,22,0,1,1,-998979,6
empty,48,2,20448800014215,4001100e0080102,17,75,0,0,0,21,0,1,1,998980,2
empty,48,3,20448800014215,4001100e0080102,16,75,1,0,1,22,1,1,1,-998979,7
empty,48,4,20448800014215,4001100e0080102,16,66,0,0,0,21,0,0,1,998980,1
empty,48,5,20448800014215,4001100e0080102,7,66,1,0,1,24,0,1,1,-998977,6
empty,49,0,9111100008400508,4008c0285020000,6,66,0,0,0,21,1,1,1,998980,1
empty,49,1,9111100008400508,4008c0285020000,5,66,1,0,1,20,0,1,1,-998981,6
empty,49,2,9111100008400508,4008c0285020000,5,67,0,0,0,17,1,1,1,998984,1
empty,49,3,9111100008400508,4008c0285020000,6,67,1,0,0,19,0,0,1,998982,7
empty,49,4,9111100008400508,4008c0285020000,6,68,0,0,1,18,1,1,1,-998983,1
empty,49,5,9111100008400508,4008c0285020000,5,68,1,0,0,17,0,0,1,998984,7
empty,50,0,1420048904440040,81480000019028,13,69,0,0,0,19,0,1,1,998982,2
empty,50,1,1420048904440040,81480000019028,4,69,1,0,0,19,0,0,1,998982,7
empty,50,2,1420048904440040,81480000019028,4,68,0,0,1,18,1,1,1,-998983,1
empty,50,3,1420048904440040,81480000019028,13,68,1,0,0,17,0,0,1,998984,7
empty,50,4,1420048904440040,81480000019028,13,69,0,0,0,19,0,1,1,998982,2
empty,50,5,1420048904440040,81480000019028,4,69,1,0,0,19,0,0,1,998982,7
empty,51,0,8400041052041004,14600801900042,5,76,1,0,0,23,1,1,1,998978,8
empty,51,1,8400041052041004,14600801900042,5,75,0,0,1,22,1,1,1,-998979,1
empty,51,2,8400041052041004,14600801900042,6,75,1,0,0,21,0,0,1,998980,8
empty,51,3,8400041052041004,14600801900042,6,76,0,0,1,24,1,1,1,-998977,1
empty,51,4,8400041052041004,14600801900042,5,76,1,0,0,23,1,1,1,998978,8
empty,51,5,8400041052041004,14600801900042,5,67,0,0,1,26,1,1,1,-998975,1
empty,52,0,205028025000280,1020012008270004,13,75,0,0,0,13,0,1,1,998988,2
empty,52,1,205028025000280,1020012008270004,12,75,1,0,0,17,1,1,1,998984,7
